Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1,0.11618667768691694,0.1561610592158143,0.3776253614451921,0.014709097714478599,0.01896889744478158,0.07378920586504463,0.23475089997084986,0.000661960621466718,0.0035088094545098147,0.003638030580945513
2,0.040186265403936425,0.03767042377094542,0.5009426969653502,0.0027181102250034405,0.005600879354194192,0.08853279054611718,0.06841677575433969,0.00425525831940377,0.2501551920223396,0.0015216076383700345
3,0.6948896632279296,0.011177188508780743,0.001467664085618823,0.0028234554955071205,0.07507503643805997,0.037327582420736694,0.03146852357120305,0.11100332102968598,1.7682446291864024e-05,0.034749882776186104
4,0.9653849251586385,0.02551880648707754,0.002718307409057203,0.00019917750818786433,0.0013168015128293214,0.0016866825712197589,0.0012030229205207865,0.0005803198177656855,8.60865310850592e-06,0.001383347961594683
5,0.9492611820301721,0.004467583552195657,0.001271020639349607,0.0010859230134754884,0.0016223937056655438,0.02089553412772495,0.0016232301778804927,0.008468242570404615,2.458384189670015e-05,0.011280306341234937
6,0.15317765393739108,0.00030758655148316414,0.0012056499959497671,0.01308951694656018,0.04621647366736881,0.05311602583729875,0.005896918253001683,0.7249056560220759,6.91701172249743e-05,0.0020153486716458073
7,0.16224005009326062,0.11572856866806945,0.059185805876486065,0.023453622532326166,0.10376209152796423,0.12575100429617955,0.11971993288682514,0.012817437474289033,0.2597654547900636,0.01757603185453606
8,0.7012625805486238,0.008303662272611962,0.00020349329820419028,0.0031919334162474806,0.0683441530640317,0.001791569349244495,0.02140339722047905,0.18528731195879888,0.00015502155670943577,0.010056877315049038
9,0.9241569348333009,0.0020851663984663643,0.002074657839968793,0.00015306585117177868,0.04044799731622459,0.002382033290863827,0.01034834287093895,0.016613594735095587,0.0003188556674155601,0.001419351196553687
10,0.366338438406251,0.5880890688522586,0.010172230859515885,0.011541937558076743,0.0025246880098796247,0.004700704115652349,0.003088698463163749,0.008507605755126801,0.004865037186559621,0.0001715907935155347
