Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1,0.04296534530708244,0.0006152669350925242,0.9110522177523855,6.378056055912023e-05,0.0018131909871244548,0.04022873826666522,0.003115370530888797,2.3144877914705943e-05,8.69433209951903e-05,3.6001461292017106e-05
2,0.00029268740807709395,0.0001287758513063811,0.01631965809005137,1.0632720650616865e-06,0.0004965079157863506,5.892339854042256e-08,0.003748825913917715,7.121222538223659e-08,0.9790121678472757,1.8356589637100979e-07
3,0.872524529139163,0.0002566563631431345,4.510272101979715e-06,1.6993756165822202e-07,0.008685607207517628,9.786979592392176e-06,0.09168956535551376,0.026520550989605072,3.826021572763813e-09,0.000308619929779942
4,0.9938732927325292,2.2206755071674677e-07,1.4692012986079814e-13,1.85983695546484e-12,1.3541059055309043e-05,4.925645590950572e-07,3.6732663054321544e-08,1.283720529309259e-06,2.0497379191117753e-13,0.0061111311209018195
5,0.9999949838489472,2.2418093694152556e-10,1.6229505129879642e-09,3.037913675253848e-11,1.7936343479973947e-07,2.172327019180939e-10,1.8757670491877765e-06,7.591441170563395e-09,2.5295443988756718e-11,2.9513090889934116e-06
6,0.042487966568158335,1.3330927993858305e-07,3.7864746997279185e-16,4.604989724356003e-17,0.8067268801357874,0.0014579074784702405,6.620163168480398e-05,0.143186756487249,2.7302383806356788e-18,0.006074154389369788
7,0.45609694818237984,0.04797905823507324,0.003791095209163654,0.0009262319388356203,0.07822451771943222,0.009049260637072449,0.3951634751843493,0.0056901340897443555,0.0025141064363516006,0.000565172367597682
8,0.9975457180482997,1.0664812642087232e-08,1.532119796539184e-13,1.3337547392244513e-13,1.5522692056026098e-05,5.886252214991359e-08,6.989993359600381e-05,0.002326123442081707,3.230850366916502e-17,4.2666356344830076e-05
9,0.83373206412943,2.906217366512809e-10,2.230014428249009e-19,1.7286261738738315e-13,0.166043199692804,1.1843694000606626e-06,5.990737111355695e-06,0.00021568695794052818,9.572723963555655e-14,1.8738224235252069e-06
10,1.4167049864693121e-10,0.9998996455208545,0.00010032550612916649,1.5656129148660517e-11,2.10354619907623e-08,3.5807197276483204e-10,7.018445974060278e-09,1.0599182028613954e-10,2.976516521999707e-10,6.646105788809417e-14
11,0.9970966909454461,0.0016788147125881957,2.5577601782714147e-08,6.221454354776487e-09,2.7098648304263528e-05,5.336812500881686e-08,0.0010237731722886232,0.00014966947154675938,1.8703259160887222e-10,2.3867695612316287e-05
12,1.104325276698593e-05,1.337628271091093e-09,0.0011156984462523853,0.0031157904172046578,0.19106849930316025,9.927644451616815e-05,0.4093518265468148,0.06248502919241255,0.005882454840599168,0.3268703802186447
13,0.01154174880761675,0.9882633191730312,3.545849127864403e-05,5.980748120354614e-11,9.181301745645154e-06,5.708713775616831e-08,0.00010762265155392897,4.155439667800686e-05,3.8280461345651565e-12,1.0580273225012183e-06
